,StartDate2,EndDate1,StartDate1,EndDate2,WarNum,WarName,WarType,ccode,StateName,Side,TransFrom,WhereFought,Initiator,Outcome,TransTo,BatDeath,Version,SameSide,OppositeSide,AlliesWithinWar,AlliesBeforeWar,AlliesAfterWar,AlliesGainedDuringWar,AlliesLostDuringWar,AlliesGained2YearsBeforeWar,AlliesLost2YearsBeforeWar,AlliesGained2YearsAfterWar,AlliesLost2YearsAfterWar
53,2008-08-08,1866-07-26 00:00:00,1866-06-15 00:00:00,2008-08-08,55,Seven Weeks,1,280,Mecklenburg Schwerin,1,-8,2,2,1,-8,100,4,"[325L, 255L]","[275L, 271L, 245L, 300L, 273L, 269L, 267L, 240L]",['None'],['None'],['None'],['None'],"[240L, 240L, 245L, 245L, 255L, 255L, 267L, 267L, 269L, 269L, 271L, 271L, 273L, 273L, 275L, 275L, 300L, 300L, 240L, 240L, 245L, 245L, 255L, 255L, 267L, 267L, 269L, 269L, 271L, 271L, 273L, 273L, 275L, 275L, 300L, 300L]",['None'],"[240L, 240L, 245L, 245L, 255L, 255L, 267L, 267L, 269L, 269L, 271L, 271L, 273L, 273L, 275L, 275L, 300L, 300L, 240L, 240L, 245L, 245L, 255L, 255L, 267L, 267L, 269L, 269L, 271L, 271L, 273L, 273L, 275L, 275L, 300L, 300L]",[255L],[255L]
54,2008-08-08,1866-07-26 00:00:00,1866-06-15 00:00:00,2008-08-08,55,Seven Weeks,1,273,Hesse Electoral,2,-8,2,2,2,-8,100,4,"[275L, 271L, 245L, 300L, 269L, 267L, 240L]","[325L, 255L, 280L]",['None'],['None'],['None'],['None'],"[240L, 240L, 245L, 245L, 255L, 255L, 267L, 267L, 269L, 269L, 271L, 271L, 275L, 275L, 280L, 280L, 300L, 300L, 240L, 240L, 245L, 245L, 255L, 255L, 267L, 267L, 269L, 269L, 271L, 271L, 275L, 275L, 280L, 280L, 300L, 300L]",['None'],"[240L, 240L, 245L, 245L, 255L, 255L, 267L, 267L, 269L, 269L, 271L, 271L, 275L, 275L, 280L, 280L, 300L, 300L, 240L, 240L, 245L, 245L, 255L, 255L, 267L, 267L, 269L, 269L, 271L, 271L, 275L, 275L, 280L, 280L, 300L, 300L]",['None'],['None']
55,2008-08-08,1866-07-26 00:00:00,1866-06-15 00:00:00,2008-08-08,55,Seven Weeks,1,269,Saxony,2,-8,2,2,2,-8,600,4,"[275L, 271L, 245L, 300L, 273L, 267L, 240L]","[325L, 255L, 280L]",['None'],['None'],['None'],['None'],"[240L, 240L, 245L, 245L, 255L, 255L, 267L, 267L, 271L, 271L, 273L, 273L, 275L, 275L, 280L, 280L, 300L, 300L, 240L, 240L, 245L, 245L, 255L, 255L, 267L, 267L, 271L, 271L, 273L, 273L, 275L, 275L, 280L, 280L, 300L, 300L]",['None'],"[240L, 240L, 245L, 245L, 255L, 255L, 267L, 267L, 271L, 271L, 273L, 273L, 275L, 275L, 280L, 280L, 300L, 300L, 240L, 240L, 245L, 245L, 255L, 255L, 267L, 267L, 271L, 271L, 273L, 273L, 275L, 275L, 280L, 280L, 300L, 300L, 240L, 245L, 271L, 275L, 300L]",['None'],['None']
56,2008-08-08,1866-07-26 00:00:00,1866-06-15 00:00:00,2008-08-08,55,Seven Weeks,1,267,Baden,2,-8,2,2,2,-8,100,4,"[275L, 271L, 245L, 300L, 273L, 269L, 240L]","[325L, 255L, 280L]",['None'],['None'],['None'],['None'],"[240L, 240L, 245L, 245L, 255L, 255L, 269L, 269L, 271L, 271L, 273L, 273L, 275L, 275L, 280L, 280L, 300L, 300L, 240L, 240L, 245L, 245L, 255L, 255L, 269L, 269L, 271L, 271L, 273L, 273L, 275L, 275L, 280L, 280L, 300L, 300L]",['None'],"[240L, 240L, 245L, 245L, 255L, 255L, 269L, 269L, 271L, 271L, 273L, 273L, 275L, 275L, 280L, 280L, 300L, 300L, 240L, 240L, 245L, 245L, 255L, 255L, 269L, 269L, 271L, 271L, 273L, 273L, 275L, 275L, 280L, 280L, 300L, 300L]",[255L],['None']
57,2008-08-08,1866-06-29 00:00:00,1866-06-15 00:00:00,2008-08-08,55,Seven Weeks,1,240,Hanover,2,-8,2,2,2,-8,500,4,"[275L, 271L, 245L, 300L, 273L, 269L, 267L]","[325L, 255L, 280L]",['None'],['None'],['None'],['None'],"[245L, 245L, 255L, 255L, 267L, 267L, 269L, 269L, 271L, 271L, 273L, 273L, 275L, 275L, 280L, 280L, 300L, 300L, 245L, 245L, 255L, 255L, 267L, 267L, 269L, 269L, 271L, 271L, 273L, 273L, 275L, 275L, 280L, 280L, 300L, 300L]",['None'],"[245L, 245L, 255L, 255L, 267L, 267L, 269L, 269L, 271L, 271L, 273L, 273L, 275L, 275L, 280L, 280L, 300L, 300L, 245L, 245L, 255L, 255L, 267L, 267L, 269L, 269L, 271L, 271L, 273L, 273L, 275L, 275L, 280L, 280L, 300L, 300L, 245L, 269L, 271L, 275L, 300L]",['None'],['None']
58,2008-08-08,1870-11-25 00:00:00,1870-07-19 00:00:00,2008-08-08,58,Franco-Prussian,1,271,Wuerttemburg,1,-8,2,2,1,-8,976,4,"[267L, 255L, 245L]",[220L],[255L],[255L],['None'],['None'],[255L],['None'],['None'],['None'],[255L]
59,2008-08-08,1870-11-22 00:00:00,1870-07-19 00:00:00,2008-08-08,58,Franco-Prussian,1,267,Baden,1,-8,2,2,1,-8,956,4,"[271L, 255L, 245L]",[220L],['None'],['None'],['None'],['None'],['None'],['None'],[255L],['None'],['None']
60,2008-08-08,1871-02-26 00:00:00,1870-07-19 00:00:00,2008-08-08,58,Franco-Prussian,1,255,Germany,1,-8,2,2,1,-8,44781,4,"[271L, 267L, 245L]",[220L],['None'],['None'],['None'],[200L],"[271L, 245L, 275L]",['None'],[267L],['None'],[200L]
61,2008-08-08,1870-11-15 00:00:00,1870-07-19 00:00:00,2008-08-08,58,Franco-Prussian,1,245,Bavaria,1,-8,2,2,1,-8,5600,4,"[271L, 267L, 255L]",[220L],[255L],[255L],['None'],['None'],['None'],['None'],['None'],['None'],[255L]
62,2008-08-08,1871-02-26 00:00:00,1870-07-19 00:00:00,2008-08-08,58,Franco-Prussian,1,220,France,2,-8,2,1,2,-8,152000,4,[],"[271L, 267L, 255L, 245L]","[200L, 300L]","[200L, 300L]","[200L, 300L]",[200L],[325L],['None'],['None'],['None'],[200L]
63,2008-08-08,1876-04-25 00:00:00,1876-03-27 00:00:00,2008-08-08,60,First Central American,1,90,Guatemala,1,-8,1,1,1,-8,2000,4,[],[92L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
64,2008-08-08,1876-04-25 00:00:00,1876-03-27 00:00:00,2008-08-08,60,First Central American,1,92,El Salvador,2,-8,1,2,2,-8,2000,4,[],[90L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
65,2008-08-08,1878-01-31 00:00:00,1877-04-24 00:00:00,2008-08-08,61,Second Russo-Turkish,1,640,Turkey,2,373,11,2,2,-8,165000,4,[],[365L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],[200L],['None']
66,2008-08-08,1878-01-31 00:00:00,1877-04-24 00:00:00,2008-08-08,61,Second Russo-Turkish,1,365,Russia,1,373,11,1,1,-8,120000,4,[],[640L],"[255L, 255L, 300L, 300L]","[255L, 255L, 300L]",['None'],['None'],['None'],[300L],['None'],['None'],"[255L, 255L, 300L, 300L]"
67,2008-08-08,1883-12-11 00:00:00,1879-02-14 00:00:00,2008-08-08,64,War of the Pacific,1,155,Chile,1,-8,1,1,1,-8,3276,4,[],"[135L, 145L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
68,2008-08-08,1883-10-23 00:00:00,1879-04-05 00:00:00,2008-08-08,64,War of the Pacific,1,135,Peru,2,-8,1,2,2,-8,9672,4,[145L],[155L],['None'],['None'],['None'],['None'],[145L],['None'],['None'],['None'],['None']
69,2008-08-08,1883-12-11 00:00:00,1879-02-14 00:00:00,2008-08-08,64,War of the Pacific,1,145,Bolivia,2,-8,1,2,2,-8,920,4,[135L],[155L],['None'],['None'],['None'],['None'],[135L],['None'],['None'],['None'],['None']
70,2008-08-08,1882-09-15 00:00:00,1882-07-11 00:00:00,2008-08-08,65,Conquest of Egypt,1,651,Egypt,2,-8,6,2,2,-8,10000,4,[],[200L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
71,2008-08-08,1882-09-15 00:00:00,1882-07-11 00:00:00,2008-08-08,65,Conquest of Egypt,1,200,United Kingdom,1,-8,6,1,1,-8,79,4,[],[651L],[380L],[380L],[380L],['None'],['None'],['None'],[640L],['None'],['None']
72,2008-08-08,1885-06-09 00:00:00,1884-06-15 00:00:00,2008-08-08,67,Sino-French,1,220,France,1,385,7,1,1,-8,2100,4,[],[710L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
73,2008-08-08,1885-06-09 00:00:00,1884-06-15 00:00:00,2008-08-08,67,Sino-French,1,710,China,2,385,7,2,2,-8,10000,4,[],[220L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
74,2008-08-08,1885-04-15 00:00:00,1885-03-28 00:00:00,2008-08-08,70,Second Central American,1,92,El Salvador,1,-8,1,2,1,-8,200,4,[],[90L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
75,2008-08-08,1885-04-15 00:00:00,1885-03-28 00:00:00,2008-08-08,70,Second Central American,1,90,Guatemala,2,-8,1,1,2,-8,800,4,[],[92L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
76,2008-08-08,1895-03-30 00:00:00,1894-07-25 00:00:00,2008-08-08,73,First Sino-Japanese,1,710,China,2,-8,7,2,2,-8,10000,4,[],[740L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],[365L],['None']
77,2008-08-08,1895-03-30 00:00:00,1894-07-25 00:00:00,2008-08-08,73,First Sino-Japanese,1,740,Japan,1,-8,7,1,1,-8,5000,4,[],[710L],['None'],['None'],['None'],[730L],['None'],['None'],['None'],['None'],[730L]
78,2008-08-08,1897-05-19 00:00:00,1897-02-15 00:00:00,2008-08-08,76,Greco-Turkish,1,350,Greece,2,631,2,1,2,-8,600,4,[],[640L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
79,2008-08-08,1897-05-19 00:00:00,1897-02-15 00:00:00,2008-08-08,76,Greco-Turkish,1,640,Turkey,1,631,2,2,1,-8,1400,4,[],[350L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
80,2008-08-08,1898-08-12 00:00:00,1898-04-22 00:00:00,2008-08-08,79,Spanish-American,1,230,Spain,2,"404, 410",13,2,2,-8,775,4,[],[2L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
81,2008-08-08,1898-08-12 00:00:00,1898-04-22 00:00:00,2008-08-08,79,Spanish-American,1,2,United States of America,1,"404, 410",13,1,1,-8,2910,4,[],[230L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
82,2008-08-08,1900-08-14,1900-06-17,2008-08-08,82,Boxer Rebellion,1,365,Russia,1,-8,7,1,1,-8,302,4,"[740L, 2L, 200L, 220L]",[710L],[220L],[220L],[220L],['None'],[710L],['None'],[710L],['None'],['None']
83,2008-08-08,1900-08-14,1900-06-17,2008-08-08,82,Boxer Rebellion,1,740,Japan,1,-8,7,1,1,-8,622,4,"[365L, 2L, 200L, 220L]",[710L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],[200L],['None']
84,2008-08-08,1900-08-14,1900-06-17,2008-08-08,82,Boxer Rebellion,1,2,United States of America,1,-8,7,1,1,-8,21,4,"[365L, 740L, 200L, 220L]",[710L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
85,2008-08-08,1900-08-14,1900-06-17,2008-08-08,82,Boxer Rebellion,1,710,China,2,-8,7,2,2,-8,2000,4,[],"[365L, 740L, 2L, 200L, 220L]",['None'],['None'],['None'],['None'],[365L],['None'],[365L],['None'],['None']
86,2008-08-08,1900-08-14,1900-06-17,2008-08-08,82,Boxer Rebellion,1,200,United Kingdom,1,-8,7,1,1,-8,34,4,"[365L, 740L, 2L, 220L]",[710L],[380L],[380L],[380L],['None'],['None'],['None'],['None'],[740L],['None']
87,2008-08-08,1900-08-14,1900-06-17,2008-08-08,82,Boxer Rebellion,1,220,France,1,-8,7,1,1,-8,24,4,"[365L, 740L, 2L, 200L]",[710L],[365L],[365L],[365L],['None'],['None'],['None'],['None'],['None'],['None']
88,2008-08-08,1900-10-10,1900-07-17,2008-08-08,83,Sino-Russian,1,365,Russia,1,-8,7,1,1,-8,242,4,[],[710L],[220L],[220L],[220L],['None'],['None'],['None'],[710L],['None'],['None']
89,2008-08-08,1900-10-10,1900-07-17,2008-08-08,83,Sino-Russian,1,710,China,2,-8,7,2,2,-8,3758,4,[],[365L],['None'],['None'],['None'],['None'],['None'],['None'],[365L],['None'],['None']
90,2008-08-08,1905-09-15,1904-02-08,2008-08-08,85,Russo-Japanese,1,740,Japan,1,-8,7,1,1,-8,80378,4,[],[365L],[200L],[200L],[200L],['None'],['None'],['None'],['None'],['None'],['None']
91,2008-08-08,1905-09-15,1904-02-08,2008-08-08,85,Russo-Japanese,1,365,Russia,2,-8,7,2,2,-8,71453,4,[],[740L],[220L],[220L],[220L],"[300L, 255L]",['None'],['None'],['None'],['None'],[255L]
92,2008-08-08,1906-07-20,1906-05-27,2008-08-08,88,Third Central American,1,91,Honduras,2,-8,1,2,2,-8,300,4,[92L],[90L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[90L, 92L, 93L, 94L]",['None']
93,2008-08-08,1906-07-20,1906-05-27,2008-08-08,88,Third Central American,1,92,El Salvador,2,-8,1,2,2,-8,300,4,[91L],[90L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[90L, 91L, 93L, 94L]",['None']
94,2008-08-08,1906-07-20,1906-05-27,2008-08-08,88,Third Central American,1,90,Guatemala,1,-8,1,1,1,-8,400,4,[],"[91L, 92L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[91L, 92L, 93L, 94L]",['None']
95,2008-08-08,1907-04-23,1907-02-19,2008-08-08,91,Fourth Central American,1,93,Nicaragua,1,-8,1,1,1,-8,400,4,[],"[92L, 91L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[90L, 91L, 92L, 94L]",['None']
96,2008-08-08,1907-04-23,1907-02-19,2008-08-08,91,Fourth Central American,1,92,El Salvador,2,-8,1,2,2,-8,300,4,[91L],[93L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[90L, 91L, 93L, 94L]",['None']
97,2008-08-08,1907-04-23,1907-02-19,2008-08-08,91,Fourth Central American,1,91,Honduras,2,-8,1,2,2,-8,300,4,[92L],[93L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[90L, 92L, 93L, 94L]",['None']
98,2008-08-08,1910-03-23,1909-07-07,2008-08-08,94,Second Spanish-Moroccan,1,230,Spain,1,-8,6,1,1,-8,2000,4,[],[600L],"[200L, 220L]","[200L, 220L]","[200L, 220L]",['None'],['None'],['None'],['None'],['None'],['None']
99,2008-08-08,1910-03-23,1909-07-07,2008-08-08,94,Second Spanish-Moroccan,1,600,Morocco,2,-8,6,2,2,-8,8000,4,[],[230L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
100,2008-08-08,1912-10-18,1911-09-29,2008-08-08,97,Italian-Turkish,1,325,Italy,1,-8,6,1,1,-8,6000,4,[],[640L],"[255L, 300L, 255L, 300L, 360L, 220L, 365L]","[255L, 300L, 255L, 300L, 360L, 220L]","[255L, 300L, 255L, 300L, 360L, 220L, 365L]",['None'],['None'],[365L],['None'],['None'],['None']
101,2008-08-08,1912-10-18,1911-09-29,2008-08-08,97,Italian-Turkish,1,640,Turkey,2,-8,6,2,2,-8,14000,4,[],[325L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[255L, 355L]",['None']
102,2008-08-08,1913-04-19,1912-10-17,2008-08-08,100,First Balkan,1,640,Turkey,2,650,11,2,2,-8,30000,4,[],"[350L, 355L, 345L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[255L, 355L]",['None']
103,2008-08-08,1913-04-19,1912-10-17,2008-08-08,100,First Balkan,1,350,Greece,1,650,11,2,1,-8,5000,4,"[355L, 345L]",[640L],[355L],['None'],['None'],['None'],['None'],[355L],['None'],[345L],[355L]
104,1913-02-03,1912-12-03,1912-10-17,1913-04-19,100,First Balkan,1,355,Bulgaria,1,650,2,2,1,-8,32000,4,"[350L, 345L]",[640L],"[345L, 350L]",['None'],['None'],['None'],['None'],"[345L, 350L]",['None'],"[640L, 300L, 255L]","[345L, 350L]"
105,1913-02-03,1912-12-03,1912-10-17,1913-04-19,100,First Balkan,1,345,Yugoslavia,1,650,11,1,1,-8,15000,4,"[350L, 355L]",[640L],[355L],['None'],['None'],['None'],['None'],[355L],['None'],[350L],[355L]
106,2008-08-08,1913-07-30,1913-07-15,2008-08-08,103,Second Balkan,1,640,Turkey,1,-8,2,2,1,-8,20000,4,"[345L, 350L, 360L]",[355L],['None'],['None'],['None'],['None'],['None'],['None'],['None'],"[255L, 355L]",['None']
107,2008-08-08,1913-07-30,1913-06-30,2008-08-08,103,Second Balkan,1,345,Yugoslavia,1,-8,2,2,1,-8,18500,4,"[640L, 350L, 360L]",[355L],[350L],['None'],[350L],['None'],[355L],"[355L, 350L]",[355L],['None'],['None']
108,2008-08-08,1913-07-30,1913-06-30,2008-08-08,103,Second Balkan,1,350,Greece,1,-8,2,2,1,-8,2500,4,"[640L, 345L, 360L]",[355L],[345L],['None'],[345L],['None'],[355L],"[355L, 345L]",[355L],['None'],['None']
109,2008-08-08,1913-07-30,1913-06-30,2008-08-08,103,Second Balkan,1,355,Bulgaria,2,-8,2,1,2,-8,18000,4,[],"[640L, 345L, 350L, 360L]",['None'],['None'],['None'],['None'],"[345L, 350L]","[345L, 350L]","[345L, 350L]","[640L, 300L, 255L]",['None']
110,2008-08-08,1913-07-30,1913-07-11,2008-08-08,103,Second Balkan,1,360,Romania,1,-8,2,2,1,-8,1500,4,"[640L, 345L, 350L]",[355L],"[255L, 300L, 325L]","[255L, 300L, 325L]","[255L, 300L, 325L]",['None'],['None'],['None'],['None'],[365L],['None']
111,2008-08-08,1918-11-11,1914-07-29,2008-08-08,106,World War I,1,345,Yugoslavia,1,-8,2,2,1,-8,70000,4,"[365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]",[350L],['None'],['None'],['None'],[350L],[350L],[355L],[315L],[350L]
112,2008-08-08,1917-12-05,1914-08-01,2008-08-08,106,World War I,1,365,Russia,1,-8,11,2,1,-8,1700000,4,"[345L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]",['None'],['None'],['None'],"[360L, 200L, 220L, 325L, 740L, 200L, 220L, 325L, 360L]","[220L, 325L, 740L, 360L, 740L]",['None'],['None'],['None'],"[200L, 220L, 325L, 200L, 220L, 325L, 360L]"
113,2008-08-08,1918-09-29,1915-10-12,2008-08-08,106,World War I,1,355,Bulgaria,2,-8,2,2,2,-8,87500,4,"[640L, 255L, 300L]","[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]","[640L, 300L, 255L, 300L]",['None'],['None'],['None'],[255L],"[640L, 300L, 255L, 255L, 300L]",['None'],['None'],"[640L, 300L, 255L, 300L]"
114,2008-08-08,1918-11-11,1914-08-05,2008-08-08,106,World War I,1,200,United Kingdom,1,-8,15,2,1,-8,908371,4,"[345L, 365L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]","[740L, 220L]",[740L],[740L],"[220L, 325L, 365L, 220L, 325L, 360L, 365L]","[220L, 230L, 220L, 220L, 325L, 365L, 220L, 325L, 360L, 365L]",[220L],['None'],['None'],"[220L, 220L, 325L, 365L, 220L, 325L, 360L, 365L]"
115,2008-08-08,1918-11-11,1914-08-23,2008-08-08,106,World War I,1,740,Japan,1,-8,7,2,1,-8,300,4,"[345L, 365L, 200L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]",[200L],[200L],[200L],[365L],"[365L, 365L]",['None'],['None'],['None'],['None']
116,2008-08-08,1918-11-11,1916-03-01,2008-08-08,106,World War I,1,235,Portugal,1,-8,2,2,1,-8,7222,4,"[345L, 365L, 200L, 740L, 211L, 350L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
117,2008-08-08,1918-10-30,1914-10-28,2008-08-08,106,World War I,1,640,Turkey,2,-8,6,2,2,-8,325000,4,"[355L, 255L, 300L]","[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]",[255L],['None'],['None'],['None'],"[255L, 355L]","[255L, 355L]",['None'],['None'],[255L]
118,2008-08-08,1918-11-11,1914-08-04,2008-08-08,106,World War I,1,211,Belgium,1,-8,2,2,1,-8,13716,4,"[345L, 365L, 200L, 740L, 235L, 350L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],[220L],['None']
119,2008-08-08,1918-11-11,1914-08-01,2008-08-08,106,World War I,1,255,Germany,2,-8,15,2,2,-8,1773700,4,"[355L, 640L, 300L]","[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]",['None'],['None'],['None'],"[640L, 355L, 300L, 355L]","[300L, 300L, 325L, 300L, 325L, 360L, 640L, 355L, 300L, 355L]",['None'],['None'],['None'],['None']
120,2008-08-08,1918-11-11,1917-06-29,2008-08-08,106,World War I,1,350,Greece,1,-8,2,2,1,-8,5000,4,"[345L, 365L, 200L, 740L, 235L, 211L, 360L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]",[345L],[345L],['None'],['None'],[345L],['None'],['None'],['None'],[345L]
121,2008-08-08,1917-12-09,1916-08-27,2008-08-08,106,World War I,1,360,Romania,1,-8,2,2,1,-8,335706,4,"[345L, 365L, 200L, 740L, 235L, 211L, 350L, 220L, 325L, 2L]","[355L, 640L, 255L, 300L]","[255L, 300L, 325L, 200L, 220L, 325L, 365L]","[255L, 300L, 325L]",['None'],['None'],['None'],"[365L, 200L, 220L, 325L, 365L]",[365L],['None'],"[255L, 300L, 325L, 200L, 220L, 325L, 365L]"
122,2008-08-08,1918-11-03,1914-07-29,2008-08-08,106,World War I,1,300,Austria-Hungary,2,-8,2,1,2,-8,1200000,4,"[355L, 640L, 255L]","[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L, 2L]","[255L, 255L, 325L, 255L, 325L, 360L]","[255L, 255L, 325L, 255L, 325L, 360L]",['None'],"[355L, 255L, 355L]","[255L, 255L, 325L, 255L, 325L, 360L, 355L, 255L, 355L]",['None'],['None'],['None'],"[255L, 255L, 325L, 255L, 325L, 360L]"
123,2008-08-08,1918-11-11,1914-08-03,2008-08-08,106,World War I,1,220,France,1,-8,14,2,1,-8,1385000,4,"[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 325L, 2L]","[355L, 640L, 255L, 300L]","[325L, 200L]",[325L],['None'],"[200L, 325L, 365L, 200L, 325L, 360L, 365L]","[365L, 200L, 230L, 200L, 200L, 325L, 365L, 200L, 325L, 360L, 365L]",[200L],['None'],[211L],"[325L, 200L, 200L, 325L, 365L, 200L, 325L, 360L, 365L]"
124,2008-08-08,1918-11-11,1915-05-23,2008-08-08,106,World War I,1,325,Italy,1,-8,2,2,1,-8,650000,4,"[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 2L]","[355L, 640L, 255L, 300L]","[220L, 200L, 220L, 365L]",[220L],['None'],"[200L, 220L, 360L, 365L]","[255L, 300L, 255L, 300L, 360L, 365L, 200L, 220L, 365L, 200L, 220L, 360L, 365L]","[200L, 220L, 365L]",['None'],['None'],"[220L, 200L, 220L, 365L, 200L, 220L, 360L, 365L]"
125,2008-08-08,1918-11-11,1917-04-17,2008-08-08,106,World War I,1,2,United States of America,1,-8,2,2,1,-8,116516,4,"[345L, 365L, 200L, 740L, 235L, 211L, 350L, 360L, 220L, 325L]","[355L, 640L, 255L, 300L]",['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None'],['None']
